ID,NoFloor,FloorArea(m2),TotalFloorArea(m2),ColumnArea(m2),ConcreteWallArea(NS)(m2),ConcreteWallArea(EW)(m2),MasonryWallArea(NS)(m2),MasonryWallArea(EW)(m2),StructuralDamage
1196,6,175,1049,2.8125,0,1.25,0,0,1
1197,6,197,1125,2.72,2.0625,0,0,0,1
1198,5,202,1010,3.7125,0,0,0.074,0.09,1
1200,12,418,5016,7.62,2.9,0,0.756,0.554,0
1202,12,439,5268,2.065,8.7,2.125,0,0,0
1203,8,336,2684,0.675,1.95,9.875,0.25,0,0
1204,6,569,3413,6.395,1.25,1.25,0,0.1995,0
1205,5,276,1381,4.96,0,0,0.374,0.3111,1
1206,6,137,821,2.2775,0,0.6,0.067,0.025,1
1207,5,385,1924,5.225,2.625,1.3,0.6345,0,0
1208,6,213,1275,3.52,1.2,0,0.4365,0.084,1
1210,8,648,5180,10.79,0,2.325,0.43,0.042,0
1211,9.5,332,3153,5.98,1.85,1.92,0.05,0.111,0
1212,6.5,644,4187,9.8,0,2,0.197,0.355,1
1213,6.5,457,3474,8.1,1.1,0.6,0.357,0.265,1
1214,5.5,486,3390,6.5,1.32,0.93,0.699,0,1
1215,5.5,483,3370,7,1.35,0.77,0.573,0,0
1216,7,405,2834,3.8,0.88,0.75,0,0.1,1
1217,7,183,1394,1.8,1.85,3.16,0,0.339,0
1219,3,641,1922,8.8,0.8,0.7,0.7,0.26,0
1220,11,260,2856,0.4,17.4,0.9,0,0,1
1221,4,274,1094,4,1.2,0,0.1,0.3,1
1222,6,463,2780,1,4.8,1.4,0.51,0.13,1
1223,6,225,1372,5,2.1,1.7,0.04,0,0
1224,8,433,3528,7.3,3.7,3.8,0.47,0.4,1
1225,8,279,2232,3.7,1.4,4.6,0.74,0,1
1226,5.5,372,2048,5.2,1.2,1.7,0.55,0,1
1227,6.5,679,4415,6.6,3.8,1.9,0,0,1
1228,16,366,5856,0,8.9,13.6,0,0,1
1229,8,380,3036,0,6.2,17.2,0,0,0
1230,13,507,6589,13,1.7,2.2,0,0,1
1231,11,659,7249,8.8,4.5,4.9,0,0.15,0
1232,12,735,8821,13.5,5.2,5.4,0.34,0,0
1233,6.5,304,1974,2.2,3.7,3.6,0.1,0.16,1
1234,6,552,3313,8.4,1.7,1.5,0.21,0.39,1
1236,5,552,3103,13.1,3.6,0.7,0.8,0.05,1
1238,6,191,1148,4.1,0.9,0.85,0,0,0
1239,5.5,319,1754,7.2,0,0,0,0,1
1240,10.5,395,4150,6.5,1.1,2.31,0,0,0
1241,7,562,4119,8.1,0,0.95,0,0,1
1242,9,492,4426,7.7,1.05,0,0,0,0
1243,10,385,3852,5.35,3.16,1.41,0.0668,0.0482,1
1244,5,320,1602,3.03,2.05,2.7,0,0,1
1246,7,512,3587,6.965,3.635,4.38,0.67,0.67,0
1247,5,585,2927,0,7.7,5.35,1.135,0.609,0
1249,6,575,3560,4.1225,4.695,2.835,0,0,0
1250,7,449,2700,6.625,0,1.85,0.398,0.478,1
1251,6,547,3282,10.8,0.95,0.43,0.478,0.456,1
1253,5,672,3358,10.44,1,0.375,0,0,1
1255,5,537,2685,13.76,1,0.51,0,0.0336,1
1256,6.5,512,3325,6.31,3,1.74,0.168,0.592,0
1257,9,381,3428,0,8.88,13.84,0,0,1
1258,8,319,2555,5.13,3.29,2.3,0,0,1
1259,7,1444,10108,21.3,19.386,20.73,0,0,1
1260,7.6,611,4490,9.09,2.1,1.17,0.0794,0.221,1
1261,7.6,611,4490,9.09,2.1,1.17,0.894,0.207,1
1262,6.5,479,3233,7.085,0,0,0,0,1
1263,7.5,493,3694,5.7079,2.756,0.54,0.445,0.369,1
1265,7,848,5933,17.3442,3.765,2.07,0,0,1
1266,8,673,5387,8.12,0.5,2.6,0.153,0,1
1267,6.5,385,2501,1.98,3.717,4.404,0,0,1
1268,7,348,2336,2.87,2.38,1.985,0,0,1
1269,6,323,1936,2.9,2.35,1.45,0.895,0.56125,1
1270,6,520,3120,10.92,0,0,0.368,0.774,1
1271,6,783,4698,14.05,1.83,1.5,0,0,1
1272,7,480,3361,6.4,3.51,3.2,0.4425,0.255,1
1274,7,465,3257,5.25,2.625,4.65,0,0,1
1275,4,687,2749,6.9,0,0,0,0,1
1276,9,420,3780,5.32,2.34,9.27,0,0,1
1277,7,208,1248,3.07,1.125,0.585,0,0.0412,1
1278,10,276,2760,5,0.1,2.98,0.1,0.328,1
1280,15,890,13350,10.6,2.07,2.76,0,0,1
1281,10,185,1850,4.9,1.38,1.05,0.44,0.216,1
1282,5,548,2739,10.6,0.45,1.175,0.348,0.111,0
1283,6,593,3557,8.7,0,1.3,1.627,0,0
1284,7.25,476,3611,6.9775,0.925,2.355,0,0,1
1285,6.5,588,3922,11.616,2.25,1.1875,0,0,1
1286,7.25,512,3657,5.485,2.04,1.39,0,0,1
1288,7.25,697,4759,10.775,1.38,0,0,0,1
1290,7,910,6264,9.09,1.5875,3.6125,0,0,1
1291,4.15,603,2502,14.4025,0,0,0.42875,0.15,0
1292,5.5,182,1002,5.9325,1.04,0,0,0,0
1293,3,409,1226,4.51,2.355,2.58,0,0,0
1294,10,300,3000,0,16.44,5,0,0,0
1295,6,580,4135,10.1575,1,2.9,0,0,0
1297,6,392,2351,2.5,2.25,3.675,0,0,1
1299,6,1392,8349,11.16,23.0275,7.44,0,0,0
1300,12,782,9384,12.59,3.6,5.5575,0,0,0
1301,11,728,8430,16.513,0,0,0,0,1
1302,7.15,349,2725,7.215,1,0.4,0,0,0
1303,7.15,353,2625,8.565,1.425,0.7,0.5945,0.298,0
1305,7.5,386,2894,6.02,0.965,0.75,0.8755,0.402,1
1306,6,480,2881,5.685,5.25,5.15,0.2455,0.278,1
1307,3,532,1597,5.6025,2.45,3.9375,0,0,0
1308,8,566,4525,9.7,0,1.55,0.85,0.356,1
1309,9,606,5455,12.82,0,3,0,0,1
1310,9,496,4463,3.6225,6.144,0.55,0.254,0,1
1311,5,541,2704,7.7925,0.375,0,1.056,0.21,0
1312,9,598,5384,6.97,1.32,3.03,1.699,0.218,1
1313,6,447,2684,6.3375,3.345,1.93,0.55,0,1
1314,8,595,4760,11.78,7.15,3.5,0,0,1
1315,16,506,8089,4.92,5.16,7.99,0.08,0.058,0
1316,6,217,1301,3.025,0,1,0.764,0.12,1
1317,7,324,2267,4.9,1.44,1.99,0.646,0.109,1
1318,16,484,7740,4.915,4.47,2.525,0.5586,0.4608,1
1319,16,484,7740,4.915,4.47,2.525,0.5586,0.4608,1
